0 	 0 	 [5119.033 1319.973   76.802]
0 	 1 	 [4917.725 1463.221  134.862]
0 	 2 	 [4830.645 1578.705  106.458]
0 	 3 	 [4916.085 1480.862  118.861]
0 	 4 	 [4978.045 1442.35    95.413]
0 	 5 	 [4848.199 1552.317  115.291]
0 	 6 	 [6433.362   82.446    0.   ]
0 	 7 	 [4997.606 1455.44    62.761]
0 	 8 	 [5036.897 1364.504  114.407]
0 	 9 	 [5375.51  1078.065   62.232]
0 	 10 	 [6455.603   60.204    0.   ]
0 	 11 	 [5479.258  995.144   41.405]
0 	 12 	 [5504.856  966.833   44.119]
0 	 13 	 [6410.945  104.863    0.   ]
0 	 14 	 [5934.281  556.187   25.339]
0 	 15 	 [5565.285  886.508   64.015]
0 	 16 	 [5691.027  789.891   34.89 ]
0 	 17 	 [5688.724  806.955   20.129]
0 	 18 	 [5688.204  806.626   20.977]
0 	 19 	 [5701.391  777.116   37.301]
0 	 20 	 [6.258e+03 2.557e+02 1.727e+00]
0 	 21 	 [6402.764  113.044    0.   ]
0 	 22 	 [6.452e+03 6.283e+01 1.209e+00]
0 	 23 	 [4865.456 1562.23    88.122]
0 	 24 	 [6.301e+03 2.134e+02 1.090e+00]
0 	 25 	 [3292.105 2659.43   564.272]
0 	 26 	 [3575.567 2524.379  415.861]
0 	 27 	 [4052.789 2154.982  308.037]
0 	 28 	 [6.318e+03 1.970e+02 9.525e-01]
0 	 29 	 [5525.136  944.708   45.963]
0 	 30 	 [4012.994 2196.789  306.025]
0 	 31 	 [6.251e+03 2.621e+02 2.871e+00]
0 	 32 	 [6.249e+03 2.637e+02 3.263e+00]
0 	 33 	 [6.222e+03 2.930e+02 8.466e-01]
0 	 34 	 [6.254e+03 2.622e+02 1.417e-04]
0 	 35 	 [5077.8   1332.618  105.389]
0 	 36 	 [6.195e+03 3.200e+02 5.581e-01]
0 	 37 	 [4053.715 2161.548  300.364]
0 	 38 	 [6.198e+03 3.126e+02 5.409e+00]
0 	 39 	 [6386.118  129.509    0.   ]
0 	 40 	 [6.449e+03 6.554e+01 6.891e-01]
0 	 41 	 [2400.786 3153.342  961.498]
0 	 42 	 [4109.321 2149.794  256.511]
0 	 43 	 [4129.506 2145.477  240.643]
0 	 44 	 [4243.507 2087.173  184.946]
0 	 45 	 [6.425e+03 8.941e+01 1.223e+00]
0 	 46 	 [4077.661 2139.139  298.827]
0 	 47 	 [4049.509 2165.986  300.132]
0 	 48 	 [4050.224 2196.39   269.012]
0 	 49 	 [2439.823 3065.06  1010.743]
0 	 50 	 [4441.686 1875.104  198.837]
0 	 51 	 [3883.376 2339.047  293.203]
0 	 52 	 [6.256e+03 2.587e+02 9.564e-01]
0 	 53 	 [6.111e+03 3.999e+02 4.794e+00]
0 	 54 	 [6.442e+03 7.182e+01 1.348e+00]
0 	 55 	 [6.309e+03 2.070e+02 5.703e-02]
0 	 56 	 [6038.626  467.445    9.555]
0 	 57 	 [3772.156 2411.877  331.594]
0 	 58 	 [3953.667 2245.686  316.273]
0 	 59 	 [3959.381 2225.5    330.745]
0 	 60 	 [6.328e+03 1.868e+02 9.921e-01]
0 	 61 	 [3558.788 2563.267  393.571]
0 	 62 	 [6222.077  293.549    0.   ]
0 	 63 	 [3371.662 2612.121  531.843]
0 	 64 	 [5856.37   648.174   11.083]
0 	 65 	 [6.167e+03 3.444e+02 4.248e+00]
0 	 66 	 [5818.408  680.109   17.109]
0 	 67 	 [6.175e+03 3.363e+02 4.471e+00]
0 	 68 	 [5814.364  694.708    6.554]
0 	 69 	 [5768.874  727.783   18.97 ]
0 	 70 	 [6.382e+03 1.330e+02 4.804e-01]
0 	 71 	 [5780.005  718.498   17.124]
0 	 72 	 [6372.549  143.077    0.   ]
0 	 73 	 [5742.407  743.043   30.176]
0 	 74 	 [3566.578 2514.925  434.124]
0 	 75 	 [5850.533  652.017   13.077]
0 	 76 	 [5454.218 1013.164   48.244]
0 	 77 	 [5753.063  740.036   22.527]
0 	 78 	 [5981.985  524.914    8.727]
0 	 79 	 [3762.463 2415.194  337.969]
0 	 80 	 [6.306e+03 2.082e+02 1.137e+00]
0 	 81 	 [4626.757 1749.616  139.254]
0 	 82 	 [6.287e+03 2.271e+02 1.431e+00]
0 	 83 	 [2127.972 3223.123 1164.531]
0 	 84 	 [6.123e+03 3.865e+02 5.820e+00]
0 	 85 	 [6041.564  467.504    6.558]
0 	 86 	 [6149.468  353.772   12.386]
0 	 87 	 [4663.714 1697.278  154.634]
0 	 88 	 [4333.03  1949.017  233.578]
0 	 89 	 [4594.639 1761.918  159.099]
0 	 90 	 [3966.048 2260.557  289.052]
0 	 91 	 [6437.457   78.2      0.   ]
0 	 92 	 [3766.429 2412.128  337.1  ]
0 	 93 	 [6.436e+03 7.963e+01 1.032e-03]
0 	 94 	 [4725.245 1658.664  131.748]
0 	 95 	 [3953.42  2215.089  347.148]
0 	 96 	 [2199.61  3168.021 1148.026]
0 	 97 	 [4697.68  1676.01   141.968]
0 	 98 	 [3984.408 2181.333  349.917]
0 	 99 	 [6.101e+03 4.106e+02 4.078e+00]
0 	 100 	 [6427.904   87.753    0.   ]
0 	 101 	 [4048.15  2191.818  275.689]
0 	 102 	 [3875.342 2269.592  370.723]
0 	 103 	 [6101.612  397.925   16.121]
0 	 104 	 [3778.974 2383.204  353.479]
0 	 105 	 [4298.761 1978.405  238.49 ]
0 	 106 	 [2223.721 3108.939 1182.997]
0 	 107 	 [4297.337 1998.296  220.024]
0 	 108 	 [2347.056 3181.184  987.417]
0 	 109 	 [6.070e+03 4.434e+02 2.612e+00]
0 	 110 	 [6.067e+03 4.470e+02 1.677e+00]
0 	 111 	 [6027.635  481.469    6.553]
0 	 112 	 [5.976e+03 5.358e+02 3.829e+00]
0 	 113 	 [2109.754 3205.604 1200.299]
0 	 114 	 [6043.009  455.224   17.424]
0 	 115 	 [5374.536 1113.136   27.985]
0 	 116 	 [6404.117  111.54     0.   ]
0 	 117 	 [5369.194 1097.024   49.439]
0 	 118 	 [3038.823 2824.983  651.851]
0 	 119 	 [2624.241 3038.363  853.053]
0 	 120 	 [2580.258 3034.691  900.708]
0 	 121 	 [2830.205 2911.498  773.954]
0 	 122 	 [6323.81   191.847    0.   ]
0 	 123 	 [6.185e+03 3.248e+02 5.437e+00]
0 	 124 	 [5559.599  932.946   23.112]
0 	 125 	 [5589.181  889.946   36.53 ]
0 	 126 	 [6420.888   94.769    0.   ]
0 	 127 	 [5403.229 1080.28    32.148]
0 	 128 	 [5626.95   865.882   22.825]
0 	 129 	 [5628.606  846.442   40.609]
0 	 130 	 [5554.77   922.393   38.494]
0 	 131 	 [5594.5    897.118   24.039]
